Trip Date,Trip Year,Trip Month,Day Name,Is Weekend,Service Type,Pickup Borough,Trip Count,Total Revenue,Total Fare Amount,Total Tip Amount,Avg Revenue Per Trip,Avg Fare Amount,Avg Tip Percentage,Avg Revenue Per Mile,Avg Trip Distance,Avg Trip Duration Minutes,Revenue Per Trip
2025-03-05,2025,3,Wednesday,false,yellow,Queens,9035,577350.31,423837.62,63949.27,63.9,46.91,13.89,42.2,20.86,33.38,63.9
2025-03-05,2025,3,Wednesday,false,yellow,Staten Island,10,390.67,300.77,0.0,39.07,30.08,0.0,10.46,7.04,21.7,39.07
2025-03-05,2025,3,Wednesday,false,yellow,Unknown,249,8854.33,6333.8,1016.52,35.56,25.44,19.41,22.48,4.2,17.06,35.56
2025-03-06,2025,3,Thursday,false,green,Bronx,16,458.74,285.15,17.49,28.67,17.82,9.89,12.91,5.22,27.88,28.67
2025-03-06,2025,3,Thursday,false,green,Brooklyn,280,7410.71,5762.1,708.74,26.47,20.58,12.63,18.85,3.21,39.55,26.47
2025-03-06,2025,3,Thursday,false,green,Manhattan,1195,26634.48,18769.38,3165.49,22.29,15.71,17.5,11.28,2.52,21.43,22.29
2025-03-06,2025,3,Thursday,false,green,Queens,389,10651.26,8169.53,906.46,27.38,21.0,13.15,11.93,3.65,28.76,27.38
2025-03-06,2025,3,Thursday,false,green,Unknown,3,466.4,206.4,238.0,155.47,68.8,246.39,37.49,13.29,56.0,155.47
2025-03-06,2025,3,Thursday,false,yellow,Bronx,716,23201.93,21012.08,91.28,32.4,29.35,0.47,25.09,6.79,31.97,32.4
2025-03-06,2025,3,Thursday,false,yellow,Brooklyn,2871,86947.07,77817.78,1725.18,30.28,27.1,2.59,74.23,5.22,28.61,30.28
2025-03-06,2025,3,Thursday,false,yellow,Manhattan,120508,2891952.33,1871588.46,341584.29,24.0,15.53,20.26,27.23,3.07,14.34,24.0
2025-03-06,2025,3,Thursday,false,yellow,Queens,9824,664818.17,479442.16,78176.36,67.67,48.8,15.51,15.26,11.48,33.51,67.67
2025-03-06,2025,3,Thursday,false,yellow,Staten Island,9,384.87,321.23,0.0,42.76,35.69,0.0,866.32,8.74,26.44,42.76
2025-03-06,2025,3,Thursday,false,yellow,Unknown,263,8100.04,5503.11,1043.57,30.8,20.92,21.56,14.69,3.6,16.17,30.8
2025-03-07,2025,3,Friday,false,green,Bronx,20,407.36,303.1,0.0,20.37,15.15,0.0,10.85,3.08,21.3,20.37
2025-03-07,2025,3,Friday,false,green,Brooklyn,157,4388.89,3259.54,575.03,27.95,20.76,18.12,11.93,3.26,30.29,27.95
2025-03-07,2025,3,Friday,false,green,Manhattan,1129,24468.08,17034.8,2897.05,21.67,15.09,17.82,12.29,2.44,17.06,21.67
2025-03-07,2025,3,Friday,false,green,Queens,345,8368.55,6287.98,650.07,24.26,18.23,11.92,9.97,3.49,22.07,24.26
2025-03-07,2025,3,Friday,false,green,Staten Island,1,45.0,40.0,4.0,45.0,40.0,10.0,5.61,8.02,26.0,45.0
2025-03-07,2025,3,Friday,false,green,Unknown,5,155.51,93.4,27.8,31.1,18.68,23.05,10.73,3.11,15.8,31.1
2025-03-07,2025,3,Friday,false,yellow,Bronx,883,28695.17,26055.99,72.07,32.5,29.51,0.24,42.7,75.13,29.78,32.5
2025-03-07,2025,3,Friday,false,yellow,Brooklyn,3400,100203.08,89841.91,1528.9,29.47,26.42,2.12,78.71,4.89,26.4,29.47
2025-03-07,2025,3,Friday,false,yellow,Manhattan,110927,2612514.9,1695595.28,299261.66,23.55,15.29,19.9,28.06,4.66,14.04,23.55
2025-03-07,2025,3,Friday,false,yellow,Queens,9874,663447.37,485325.41,74552.83,67.19,49.15,14.45,27.52,11.53,34.9,67.19
2025-03-07,2025,3,Friday,false,yellow,Staten Island,11,447.88,349.04,0.0,40.72,31.73,0.0,4.68,9.81,25.18,40.72
2025-03-07,2025,3,Friday,false,yellow,Unknown,265,8073.87,5483.91,1110.37,30.47,20.69,22.46,13.46,3.63,20.65,30.47
2025-03-08,2025,3,Saturday,true,green,Bronx,14,403.98,301.1,13.5,28.86,21.51,6.62,12.82,4.2,27.79,28.86
2025-03-08,2025,3,Saturday,true,green,Brooklyn,267,7598.0,5931.51,973.83,28.46,22.22,17.69,17.89,3.56,42.6,28.46
2025-03-08,2025,3,Saturday,true,green,Manhattan,755,16106.37,11586.82,2018.97,21.33,15.35,20.12,13.86,2.61,16.71,21.33
2025-03-08,2025,3,Saturday,true,green,Queens,345,8836.31,7129.86,756.01,25.61,20.67,12.33,16.37,3.58,20.24,25.61
2025-03-08,2025,3,Saturday,true,green,Unknown,1,11.5,10.0,0.0,11.5,10.0,0.0,6.76,1.7,8.0,11.5
2025-03-08,2025,3,Saturday,true,yellow,Bronx,1028,30636.81,27631.91,69.62,29.8,26.88,0.18,5.85,252.44,23.05,29.8
2025-03-08,2025,3,Saturday,true,yellow,Brooklyn,4447,126334.48,112407.95,1754.51,28.41,25.28,1.81,9.97,41.37,21.85,28.41
2025-03-08,2025,3,Saturday,true,yellow,EWR,1,1.86,0.86,0.0,1.86,0.86,0.0,3.72,0.5,22.0,1.86
2025-03-08,2025,3,Saturday,true,yellow,Manhattan,122625,2731413.7,1831302.69,286813.27,22.27,14.93,17.91,14.32,4.38,13.15,22.27
2025-03-08,2025,3,Saturday,true,yellow,Queens,9079,552953.22,420337.26,57065.33,60.9,46.3,11.88,10.37,37.0,31.04,60.9
2025-03-08,2025,3,Saturday,true,yellow,Staten Island,5,119.94,57.92,0.0,23.99,11.58,0.0,8.86,4.74,9.8,23.99
2025-03-08,2025,3,Saturday,true,yellow,Unknown,296,8719.78,6118.53,1094.39,29.46,20.67,20.82,12.96,3.62,14.02,29.46
2025-03-09,2025,3,Sunday,true,green,Bronx,10,241.76,194.36,18.9,24.18,19.44,4.8,7.51,3.81,13.5,24.18
2025-03-09,2025,3,Sunday,true,green,Brooklyn,236,7953.63,6350.85,899.5,33.7,26.91,14.67,11.05,4.36,34.0,33.7
2025-03-09,2025,3,Sunday,true,green,Manhattan,654,13716.0,9762.87,1761.17,20.97,14.93,17.81,10.37,228.84,17.46,20.97
2025-03-09,2025,3,Sunday,true,green,Queens,273,7358.57,5943.65,618.9,26.95,21.77,12.23,12.94,4.03,22.54,26.95
2025-03-09,2025,3,Sunday,true,green,Unknown,2,25.3,19.3,2.0,12.65,9.65,9.35,7.84,1.6,7.5,12.65
2025-03-09,2025,3,Sunday,true,yellow,Bronx,1275,35298.76,31625.16,142.82,27.69,24.8,0.26,5.89,6.07,19.44,27.69
2025-03-09,2025,3,Sunday,true,yellow,Brooklyn,4950,145044.96,129619.38,2101.99,29.3,26.19,1.61,8.65,5.24,21.6,29.3
2025-03-09,2025,3,Sunday,true,yellow,Manhattan,90007,2110667.99,1435043.28,217048.47,23.45,15.94,17.96,13.84,4.2,13.38,23.45
2025-03-09,2025,3,Sunday,true,yellow,Queens,12908,812640.62,603136.71,91278.93,62.96,46.73,13.57,11.22,11.26,29.3,62.96
2025-03-09,2025,3,Sunday,true,yellow,Staten Island,12,450.53,333.12,0.0,37.54,27.76,0.0,3.98,9.51,20.33,37.54
2025-03-09,2025,3,Sunday,true,yellow,Unknown,188,6838.94,4832.26,849.72,36.38,25.7,20.66,13.25,5.05,19.13,36.38
2025-03-10,2025,3,Monday,false,green,Bronx,18,466.84,365.59,22.24,25.94,20.31,5.78,7.41,284.52,17.39,25.94
2025-03-10,2025,3,Monday,false,green,Brooklyn,160,4741.32,3419.8,502.04,29.63,21.37,16.84,11.68,3.63,21.57,29.63
2025-03-10,2025,3,Monday,false,green,Manhattan,1001,22032.67,15382.66,2727.91,22.01,15.37,18.03,11.28,2.48,16.4,22.01
2025-03-10,2025,3,Monday,false,green,Queens,330,8087.97,6321.95,629.02,24.51,19.16,11.01,14.04,146.07,23.38,24.51
2025-03-10,2025,3,Monday,false,green,Unknown,3,53.36,42.86,0.0,17.79,14.29,0.0,12.09,2.73,9.67,17.79
2025-03-10,2025,3,Monday,false,yellow,Bronx,816,25067.05,22642.06,79.08,30.72,27.75,0.29,20.28,90.88,27.24,30.72
2025-03-10,2025,3,Monday,false,yellow,Brooklyn,2732,79904.67,72137.06,1246.43,29.25,26.4,1.97,48.77,5.25,26.81,29.25
2025-03-10,2025,3,Monday,false,yellow,EWR,1,190.33,137.8,31.72,190.33,137.8,23.02,6.39,29.79,67.0,190.33
2025-03-10,2025,3,Monday,false,yellow,Manhattan,82611,1933902.08,1243951.08,230979.1,23.41,15.06,20.7,18.94,3.88,13.81,23.41
2025-03-10,2025,3,Monday,false,yellow,Queens,11569,795485.43,573410.72,95511.85,68.76,49.56,71.94,14.08,11.78,35.46,68.76
2025-03-10,2025,3,Monday,false,yellow,Staten Island,13,671.84,547.98,15.33,51.68,42.15,1.5,5.67,10.44,33.92,51.68
2025-03-10,2025,3,Monday,false,yellow,Unknown,220,7928.36,5389.38,1024.76,36.04,24.5,21.17,13.83,11.21,18.83,36.04
2025-03-11,2025,3,Tuesday,false,green,Bronx,25,699.46,522.16,22.13,27.98,20.89,3.45,8.58,4.69,30.96,27.98
2025-03-11,2025,3,Tuesday,false,green,Brooklyn,186,5605.85,4039.63,602.63,30.14,21.72,14.97,19.14,396.62,22.97,30.14
2025-03-11,2025,3,Tuesday,false,green,Manhattan,1028,24322.16,17417.65,2840.44,23.66,16.94,16.9,12.96,2.71,19.41,23.66
2025-03-11,2025,3,Tuesday,false,green,Queens,367,8912.77,6857.72,648.87,24.29,18.69,11.81,11.41,3.3,17.82,24.29
2025-03-11,2025,3,Tuesday,false,yellow,Bronx,785,24234.98,22063.23,47.75,30.87,28.11,0.23,69.45,8.4,29.3,30.87
2025-03-11,2025,3,Tuesday,false,yellow,Brooklyn,2701,79721.07,71912.16,1194.42,29.52,26.62,2.09,50.34,5.08,27.56,29.52
2025-03-11,2025,3,Tuesday,false,yellow,EWR,1,136.3,125.3,10.0,136.3,125.3,7.98,170.38,0.8,2.0,136.3
2025-03-11,2025,3,Tuesday,false,yellow,Manhattan,103104,2481177.44,1608630.07,297932.84,24.06,15.6,20.63,20.74,4.85,14.69,24.06
2025-03-11,2025,3,Tuesday,false,yellow,Queens,9865,672799.29,488344.73,77963.72,68.2,49.5,15.2,17.54,11.39,36.91,68.2
2025-03-11,2025,3,Tuesday,false,yellow,Staten Island,11,348.8,255.65,0.0,31.71,23.24,0.0,9.66,5.73,22.36,31.71
2025-03-11,2025,3,Tuesday,false,yellow,Unknown,297,9305.06,6392.78,1176.05,31.33,21.52,21.3,28.89,4.5,17.46,31.33
2025-03-12,2025,3,Wednesday,false,green,Bronx,14,277.97,185.97,12.98,19.86,13.28,7.91,10.72,2.96,14.29,19.86
2025-03-12,2025,3,Wednesday,false,green,Brooklyn,156,4163.6,2967.78,464.7,26.69,19.02,15.86,11.21,3.36,27.99,26.69
2025-03-12,2025,3,Wednesday,false,green,Manhattan,1134,25634.9,17884.14,3150.38,22.61,15.77,17.84,12.29,2.55,20.18,22.61
2025-03-12,2025,3,Wednesday,false,green,Queens,362,8701.03,6472.69,728.72,24.04,17.88,13.36,22.56,3.41,27.43,24.04
2025-03-12,2025,3,Wednesday,false,green,Unknown,2,37.2,31.2,3.0,18.6,15.6,8.48,7.68,2.4,16.0,18.6
2025-03-12,2025,3,Wednesday,false,yellow,Bronx,714,22283.0,20188.1,48.71,31.21,28.27,0.21,40.83,255.89,29.07,31.21
2025-03-12,2025,3,Wednesday,false,yellow,Brooklyn,2603,76015.03,68235.89,1420.4,29.2,26.21,2.33,48.67,5.14,27.42,29.2
2025-03-12,2025,3,Wednesday,false,yellow,Manhattan,115298,2795199.28,1808261.7,339208.92,24.24,15.68,20.76,22.07,4.53,14.7,24.24
2025-03-12,2025,3,Wednesday,false,yellow,Queens,9613,666229.21,480059.43,78659.11,69.31,49.94,15.74,14.43,11.63,37.13,69.31
2025-03-12,2025,3,Wednesday,false,yellow,Staten Island,14,607.76,431.27,29.0,43.41,30.81,2.96,4.5,9.9,33.29,43.41
2025-03-12,2025,3,Wednesday,false,yellow,Unknown,277,10002.96,7007.11,1369.19,36.11,25.3,21.44,15.63,4.24,18.4,36.11
2025-03-13,2025,3,Thursday,false,green,Bronx,19,498.85,376.52,10.81,26.26,19.82,2.01,8.22,4.64,26.32,26.26
2025-03-13,2025,3,Thursday,false,green,Brooklyn,215,6043.79,4637.23,667.03,28.11,21.57,15.54,20.1,3.34,18.81,28.11
2025-03-13,2025,3,Thursday,false,green,Manhattan,1150,25813.79,17971.58,3177.98,22.45,15.63,17.81,12.72,2.53,15.27,22.45
2025-03-13,2025,3,Thursday,false,green,Queens,461,12466.56,9593.35,996.6,27.04,20.81,12.58,27.54,3.63,17.78,27.04
2025-03-13,2025,3,Thursday,false,green,Staten Island,1,6.6,5.1,0.0,6.6,5.1,0.0,12.0,0.55,10.0,6.6
2025-03-13,2025,3,Thursday,false,green,Unknown,4,114.83,99.58,3.5,28.71,24.9,6.48,159.07,3.62,21.25,28.71
2025-03-13,2025,3,Thursday,false,yellow,Bronx,868,27481.88,24997.51,35.73,31.66,28.8,0.12,40.27,67.53,29.09,31.66
2025-03-13,2025,3,Thursday,false,yellow,Brooklyn,3121,93510.27,83989.64,1624.39,29.96,26.91,2.29,59.83,68.42,26.79,29.96
2025-03-13,2025,3,Thursday,false,yellow,EWR,2,239.07,191.2,5.0,119.54,95.6,2.42,6.04,21.49,47.0,119.54
2025-03-13,2025,3,Thursday,false,yellow,Manhattan,128602,3166535.87,2075081.9,366844.43,24.62,16.14,19.8,27.2,3.02,14.95,24.62
2025-03-13,2025,3,Thursday,false,yellow,Queens,10436,707108.0,515106.45,80124.54,67.76,49.36,16.08,22.54,11.43,37.3,67.76
2025-03-13,2025,3,Thursday,false,yellow,Staten Island,9,379.16,287.01,0.0,42.13,31.89,0.0,4.67,10.76,31.78,42.13
2025-03-13,2025,3,Thursday,false,yellow,Unknown,306,9365.88,6385.45,1151.57,30.61,20.87,20.26,15.14,3.28,18.48,30.61
2025-03-14,2025,3,Friday,false,green,Bronx,17,409.69,299.06,18.97,24.1,17.59,3.19,9.93,3.91,23.18,24.1
2025-03-14,2025,3,Friday,false,green,Brooklyn,192,6379.19,4672.17,913.48,33.22,24.33,27.52,28.31,176.57,20.73,33.22
2025-03-14,2025,3,Friday,false,green,Manhattan,1102,24052.77,16916.64,2857.2,21.83,15.35,17.43,14.64,2.51,18.21,21.83
2025-03-14,2025,3,Friday,false,green,Queens,372,9621.24,7182.43,897.9,25.86,19.31,12.33,33.2,3.48,33.35,25.86
2025-03-14,2025,3,Friday,false,green,Unknown,4,178.8,155.5,6.8,44.7,38.88,10.38,7.7,6.98,16.0,44.7
2025-03-14,2025,3,Friday,false,yellow,Bronx,992,32215.92,29228.86,34.24,32.48,29.46,0.12,65.6,6.77,29.97,32.48
2025-03-14,2025,3,Friday,false,yellow,Brooklyn,3662,108803.41,97572.53,1983.73,29.71,26.64,2.2,58.03,40.84,25.69,29.71
2025-03-14,2025,3,Friday,false,yellow,EWR,1,110.06,85.0,10.0,110.06,85.0,11.76,440.24,0.25,1.0,110.06
2025-03-14,2025,3,Friday,false,yellow,Manhattan,117235,2807749.46,1829726.11,319414.61,23.95,15.61,19.63,25.13,4.11,14.21,23.95
2025-03-14,2025,3,Friday,false,yellow,Queens,10308,707825.15,516379.09,80684.01,68.67,50.09,15.18,21.6,11.8,36.46,68.67
2025-03-14,2025,3,Friday,false,yellow,Staten Island,6,186.64,137.69,0.0,31.11,22.95,0.0,4.17,8.25,25.33,31.11
2025-03-14,2025,3,Friday,false,yellow,Unknown,232,6965.28,4751.53,922.69,30.02,20.48,21.65,16.73,3.4,15.03,30.02
2025-03-15,2025,3,Saturday,true,green,Bronx,18,525.17,414.04,29.38,29.18,23.0,4.65,31.45,5.06,22.11,29.18
2025-03-15,2025,3,Saturday,true,green,Brooklyn,255,9280.9,7160.19,1111.95,36.4,28.08,17.38,22.92,4.84,42.09,36.4
2025-03-15,2025,3,Saturday,true,green,Manhattan,784,16040.81,11529.14,1935.26,20.46,14.71,17.31,10.04,2.57,20.6,20.46
2025-03-15,2025,3,Saturday,true,green,Queens,351,9668.46,7796.1,790.6,27.55,22.21,14.11,37.52,3.74,29.67,27.55
2025-03-15,2025,3,Saturday,true,yellow,Bronx,1270,39531.84,35423.82,68.66,31.13,27.89,0.24,5.72,6.84,23.1,31.13
2025-03-15,2025,3,Saturday,true,yellow,Brooklyn,4821,147212.91,129781.84,3044.47,30.54,26.92,2.6,10.99,5.44,23.1,30.54
2025-03-15,2025,3,Saturday,true,yellow,EWR,5,466.89,389.05,33.53,93.38,77.81,8.86,137.27,7.19,10.6,93.38
2025-03-15,2025,3,Saturday,true,yellow,Manhattan,126003,2912241.97,1973726.87,302459.8,23.11,15.66,17.57,14.33,4.8,14.02,23.11
2025-03-15,2025,3,Saturday,true,yellow,Queens,9345,580255.72,441218.15,59925.67,62.09,47.21,11.88,11.63,11.24,32.13,62.09
2025-03-15,2025,3,Saturday,true,yellow,Staten Island,10,389.67,302.39,21.45,38.97,30.24,3.06,8.97,8.59,23.4,38.97
2025-03-15,2025,3,Saturday,true,yellow,Unknown,216,5965.02,4220.47,648.41,27.62,19.54,18.32,18.79,3.32,13.59,27.62
2025-03-16,2025,3,Sunday,true,green,Bronx,13,347.53,263.94,22.3,26.73,20.3,8.39,7.82,4.95,56.54,26.73
2025-03-16,2025,3,Sunday,true,green,Brooklyn,231,7843.49,6320.01,801.64,33.95,27.36,15.32,15.52,4.37,28.32,33.95
2025-03-16,2025,3,Sunday,true,green,Manhattan,632,13289.51,9499.81,1635.77,21.03,15.03,17.64,9.37,2.68,11.87,21.03
2025-03-16,2025,3,Sunday,true,green,Queens,287,8466.98,6833.32,679.99,29.5,23.81,12.83,12.07,4.17,22.35,29.5
2025-03-16,2025,3,Sunday,true,yellow,Bronx,1371,39023.47,34932.73,91.68,28.46,25.48,0.17,8.42,6.2,19.63,28.46
2025-03-16,2025,3,Sunday,true,yellow,Brooklyn,5230,153668.68,137420.33,2244.2,29.38,26.28,1.58,8.78,42.06,21.96,29.38
2025-03-16,2025,3,Sunday,true,yellow,EWR,1,136.06,100.0,10.0,136.06,100.0,10.0,647.9,0.21,1.0,136.06
2025-03-16,2025,3,Sunday,true,yellow,Manhattan,91155,2160720.24,1466468.9,227998.81,23.7,16.09,17.79,14.31,2.68,13.57,23.7
2025-03-16,2025,3,Sunday,true,yellow,Queens,12227,769412.93,570777.94,86578.57,62.93,46.68,13.68,9.77,11.18,28.15,62.93
2025-03-16,2025,3,Sunday,true,yellow,Staten Island,12,452.18,300.03,15.74,37.68,25.0,2.93,5.15,8.18,18.92,37.68
2025-03-16,2025,3,Sunday,true,yellow,Unknown,179,6327.3,4497.12,784.18,35.35,25.12,20.57,16.93,4.69,15.42,35.35
2025-03-17,2025,3,Monday,false,green,Bronx,13,418.79,326.99,11.98,32.21,25.15,3.53,6.64,6.0,25.85,32.21
2025-03-17,2025,3,Monday,false,green,Brooklyn,146,3872.91,2789.26,401.08,26.53,19.1,14.7,15.14,3.56,37.53,26.53
2025-03-17,2025,3,Monday,false,green,Manhattan,1029,23079.35,16397.22,2747.06,22.43,15.94,17.19,10.96,12.37,20.77,22.43
2025-03-17,2025,3,Monday,false,green,Queens,367,9322.82,7286.38,687.6,25.4,19.85,11.34,29.69,3.64,21.02,25.4
2025-03-17,2025,3,Monday,false,green,Unknown,1,55.2,52.7,0.0,55.2,52.7,0.0,4.04,13.68,27.0,55.2
2025-03-17,2025,3,Monday,false,yellow,Bronx,845,27755.74,25002.45,109.65,32.85,29.59,0.42,14.34,6.96,28.91,32.85
2025-03-17,2025,3,Monday,false,yellow,Brooklyn,2877,86212.86,77980.79,1211.18,29.97,27.1,1.6,43.06,32.44,27.15,29.97
2025-03-17,2025,3,Monday,false,yellow,Manhattan,86019,2109271.49,1387524.2,239231.64,24.52,16.13,19.57,21.39,4.43,15.02,24.52
2025-03-17,2025,3,Monday,false,yellow,Queens,13549,937446.03,680520.07,111241.75,69.19,50.23,15.26,17.31,18.6,35.15,69.19
2025-03-17,2025,3,Monday,false,yellow,Staten Island,13,837.36,634.19,9.3,64.41,48.78,0.88,5.12,12.44,39.54,64.41
2025-03-17,2025,3,Monday,false,yellow,Unknown,185,7855.95,5706.71,957.25,42.46,30.85,17.34,35.4,5.64,21.94,42.46
2025-03-18,2025,3,Tuesday,false,green,Bronx,14,513.62,354.77,3.85,36.69,25.34,1.55,7.63,8.01,45.64,36.69
2025-03-18,2025,3,Tuesday,false,green,Brooklyn,157,4600.43,3491.39,491.43,29.3,22.24,14.74,10.79,4.01,21.09,29.3
2025-03-18,2025,3,Tuesday,false,green,Manhattan,987,22926.15,16075.47,2862.4,23.23,16.29,18.05,14.18,2.56,17.52,23.23
2025-03-18,2025,3,Tuesday,false,green,Queens,371,9655.8,7388.97,760.52,26.03,19.92,12.45,12.68,3.74,24.78,26.03
2025-03-18,2025,3,Tuesday,false,green,Unknown,3,207.35,194.05,4.3,69.12,64.68,8.1,657.79,2.69,26.67,69.12
2025-03-18,2025,3,Tuesday,false,yellow,Bronx,874,27398.94,24971.01,110.51,31.35,28.57,0.33,37.57,97.43,29.08,31.35
2025-03-18,2025,3,Tuesday,false,yellow,Brooklyn,2863,82731.75,74862.19,1153.88,28.9,26.15,1.92,51.66,23.29,27.69,28.9
2025-03-18,2025,3,Tuesday,false,yellow,Manhattan,100948,2447794.59,1595281.98,288164.59,24.25,15.8,20.33,21.26,4.48,14.79,24.25
2025-03-18,2025,3,Tuesday,false,yellow,Queens,10371,690839.53,501522.81,78780.28,66.61,48.36,14.66,18.63,12.03,33.93,66.61
2025-03-18,2025,3,Tuesday,false,yellow,Staten Island,14,709.67,564.25,26.2,50.69,40.3,1.44,6.24,9.25,26.64,50.69
2025-03-18,2025,3,Tuesday,false,yellow,Unknown,227,7146.1,5023.4,821.84,31.48,22.13,20.25,26.54,3.75,15.88,31.48
2025-03-19,2025,3,Wednesday,false,green,Bronx,15,256.16,158.14,0.0,17.08,10.54,0.0,28.75,2.6,23.93,17.08
2025-03-19,2025,3,Wednesday,false,green,Brooklyn,182,5448.28,4050.89,572.32,29.94,22.26,15.87,10.45,4.11,21.03,29.94
2025-03-19,2025,3,Wednesday,false,green,Manhattan,1057,24261.5,17102.87,2873.43,22.95,16.18,17.7,11.21,2.69,22.6,22.95
2025-03-19,2025,3,Wednesday,false,green,Queens,359,9018.06,6938.73,626.92,25.12,19.33,10.76,13.86,3.71,17.88,25.12
2025-03-19,2025,3,Wednesday,false,green,Unknown,1,21.3,16.3,0.0,21.3,16.3,0.0,6.87,3.1,11.0,21.3
2025-03-19,2025,3,Wednesday,false,yellow,Bronx,881,28231.38,25603.11,136.51,32.04,29.06,0.54,47.83,6.21,28.64,32.04
2025-03-19,2025,3,Wednesday,false,yellow,Brooklyn,2709,79549.86,71596.81,1395.11,29.37,26.43,2.26,50.93,41.72,27.48,29.37
2025-03-19,2025,3,Wednesday,false,yellow,Manhattan,105428,2579396.69,1671095.61,310558.46,24.47,15.85,20.52,21.49,2.43,14.55,24.47
2025-03-19,2025,3,Wednesday,false,yellow,Queens,9430,638786.47,464118.63,73456.05,67.74,49.22,14.89,15.74,23.79,36.23,67.74
2025-03-19,2025,3,Wednesday,false,yellow,Staten Island,12,352.85,232.28,6.64,29.4,19.36,1.75,6.77,5.91,18.83,29.4
2025-03-19,2025,3,Wednesday,false,yellow,Unknown,244,8248.37,5884.18,949.36,33.8,24.12,19.76,58.08,3.72,20.11,33.8
2025-03-20,2025,3,Thursday,false,green,Bronx,14,363.89,189.04,9.78,25.99,13.5,4.89,11.59,4.43,30.5,25.99
2025-03-20,2025,3,Thursday,false,green,Brooklyn,231,6147.12,4545.63,739.23,26.61,19.68,17.12,13.83,3.3,24.76,26.61
2025-03-20,2025,3,Thursday,false,green,Manhattan,1073,24641.51,17605.11,2767.32,22.97,16.41,16.83,11.43,2.69,19.74,22.97
2025-03-20,2025,3,Thursday,false,green,Queens,449,11469.93,8489.94,1069.79,25.55,18.91,15.02,13.14,3.57,20.37,25.55
2025-03-20,2025,3,Thursday,false,green,Unknown,1,19.68,14.9,3.28,19.68,14.9,22.01,7.78,2.53,12.0,19.68
2025-03-20,2025,3,Thursday,false,yellow,Bronx,893,29269.94,26654.0,39.38,32.78,29.85,0.17,21.81,121.17,30.33,32.78
2025-03-20,2025,3,Thursday,false,yellow,Brooklyn,3816,117172.33,105515.07,2030.55,30.71,27.65,2.26,47.68,4.93,26.75,30.71
2025-03-20,2025,3,Thursday,false,yellow,EWR,2,68.2,60.0,6.2,34.1,30.0,10.34,191.05,0.28,1.0,34.1
2025-03-20,2025,3,Thursday,false,yellow,Manhattan,124457,3119484.86,2065257.85,353209.42,25.06,16.59,19.73,24.05,2.81,14.59,25.06
2025-03-20,2025,3,Thursday,false,yellow,Queens,10888,742765.81,544792.31,83290.02,68.22,50.04,14.28,17.31,18.87,38.42,68.22
2025-03-20,2025,3,Thursday,false,yellow,Staten Island,11,363.21,271.69,0.0,33.02,24.7,0.0,11.83,6.54,19.27,33.02
2025-03-20,2025,3,Thursday,false,yellow,Unknown,226,7239.64,4925.93,918.7,32.03,21.8,21.28,23.72,3.63,17.46,32.03
2025-03-21,2025,3,Friday,false,green,Bronx,13,488.38,399.35,2.36,37.57,30.72,1.95,13.22,3104.03,36.23,37.57
2025-03-21,2025,3,Friday,false,green,Brooklyn,177,5392.0,4109.56,600.93,30.46,23.22,16.05,13.88,3.68,20.74,30.46
2025-03-21,2025,3,Friday,false,green,Manhattan,1049,23422.6,16346.34,2714.29,22.33,15.58,17.05,11.18,2.63,16.75,22.33
2025-03-21,2025,3,Friday,false,green,Queens,358,9133.44,7052.78,679.85,25.51,19.7,11.3,14.28,3.53,22.39,25.51
2025-03-21,2025,3,Friday,false,green,Staten Island,1,16.8,10.0,2.8,16.8,10.0,28.0,13.23,1.27,8.0,16.8
2025-03-21,2025,3,Friday,false,green,Unknown,1,17.1,15.6,0.0,17.1,15.6,0.0,5.52,3.1,9.0,17.1
2025-03-21,2025,3,Friday,false,yellow,Bronx,1071,34061.54,30818.79,34.04,31.8,28.78,0.12,40.62,6.72,29.29,31.8
2025-03-21,2025,3,Friday,false,yellow,Brooklyn,3426,100360.56,90200.09,1642.8,29.29,26.33,2.09,48.83,18.19,25.79,29.29
2025-03-21,2025,3,Friday,false,yellow,EWR,1,107.06,80.0,10.0,107.06,80.0,12.5,10706.0,0.01,1.0,107.06
2025-03-21,2025,3,Friday,false,yellow,Manhattan,107075,2569748.92,1669681.43,295413.64,24.0,15.59,19.8,22.97,4.54,14.17,24.0
2025-03-21,2025,3,Friday,false,yellow,Queens,11664,800141.93,589451.01,92256.51,68.6,50.54,14.7,18.03,11.76,35.95,68.6
2025-03-21,2025,3,Friday,false,yellow,Staten Island,14,547.86,401.93,18.58,39.13,28.71,1.45,5.26,8.9,22.57,39.13
2025-03-21,2025,3,Friday,false,yellow,Unknown,201,6684.85,4559.17,820.36,33.26,22.68,22.61,24.55,4.04,16.8,33.26
2025-03-22,2025,3,Saturday,true,green,Bronx,13,414.21,318.79,23.55,31.86,24.52,4.03,8.83,5.99,24.77,31.86
2025-03-22,2025,3,Saturday,true,green,Brooklyn,303,10138.94,7870.67,1339.95,33.46,25.98,19.1,12.48,3.84,21.9,33.46
2025-03-22,2025,3,Saturday,true,green,Manhattan,678,13801.19,9971.83,1657.98,20.36,14.71,17.35,11.06,6.68,12.43,20.36
2025-03-22,2025,3,Saturday,true,green,Queens,307,7852.86,6211.79,722.24,25.58,20.23,13.67,29.36,3.61,17.71,25.58
2025-03-22,2025,3,Saturday,true,green,Unknown,1,58.7,56.2,0.0,58.7,56.2,0.0,4.49,13.08,35.0,58.7
