Trip Date,Trip Year,Trip Month,Day Name,Is Weekend,Service Type,Pickup Borough,Trip Count,Total Revenue,Total Fare Amount,Total Tip Amount,Avg Revenue Per Trip,Avg Fare Amount,Avg Tip Percentage,Avg Revenue Per Mile,Avg Trip Distance,Avg Trip Duration Minutes,Revenue Per Trip
2025-06-03,2025,6,Tuesday,false,yellow,Manhattan,109575,2676307.81,1752258.61,312299.36,24.42,15.99,20.04,23.45,3.64,14.84,24.42
2025-06-03,2025,6,Tuesday,false,yellow,Queens,12718,857250.83,626144.6,97514.61,67.4,49.23,14.4,14.72,11.48,34.87,67.4
2025-06-03,2025,6,Tuesday,false,yellow,Staten Island,9,452.6,333.31,24.52,50.29,37.03,5.77,5.68,10.66,24.33,50.29
2025-06-03,2025,6,Tuesday,false,yellow,Unknown,233,9341.96,6677.5,1186.73,40.09,28.66,20.3,97.27,4.66,19.35,40.09
2025-06-04,2025,6,Wednesday,false,green,Bronx,38,1832.78,1386.65,210.05,48.23,36.49,12.01,56.49,5.58,24.45,48.23
2025-06-04,2025,6,Wednesday,false,green,Brooklyn,181,5632.58,4458.64,534.66,31.12,24.63,14.72,11.77,3.92,21.56,31.12
2025-06-04,2025,6,Wednesday,false,green,Manhattan,1051,25130.54,17576.19,3136.85,23.91,16.72,19.45,11.68,2.64,18.95,23.91
2025-06-04,2025,6,Wednesday,false,green,Queens,383,11501.54,8882.0,1072.97,30.03,23.19,13.02,38.93,4.02,22.58,30.03
2025-06-04,2025,6,Wednesday,false,green,Unknown,5,84.9,62.6,10.3,16.98,12.52,15.78,11.83,1.84,10.2,16.98
2025-06-04,2025,6,Wednesday,false,yellow,Bronx,1108,35049.15,31553.01,158.03,31.63,28.48,0.34,76.25,107.48,28.18,31.63
2025-06-04,2025,6,Wednesday,false,yellow,Brooklyn,4477,139090.55,125654.31,1685.22,31.07,28.07,1.58,58.23,29.59,28.71,31.07
2025-06-04,2025,6,Wednesday,false,yellow,Manhattan,122980,3115685.76,2075194.19,355040.41,25.33,16.87,19.5,30.21,7.74,16.01,25.33
2025-06-04,2025,6,Wednesday,false,yellow,Queens,12742,872159.31,643223.76,97216.39,68.45,50.48,14.02,20.48,17.63,40.12,68.45
2025-06-04,2025,6,Wednesday,false,yellow,Staten Island,17,925.72,793.19,9.0,54.45,46.66,0.31,216.75,8.04,27.06,54.45
2025-06-04,2025,6,Wednesday,false,yellow,Unknown,275,10335.18,7253.81,1279.75,37.58,26.38,19.22,34.43,4.65,35.03,37.58
2025-06-05,2025,6,Thursday,false,green,Bronx,48,2698.7,2114.62,325.67,56.22,44.05,12.63,10.64,6.69,25.92,56.22
2025-06-05,2025,6,Thursday,false,green,Brooklyn,209,5799.53,4285.0,677.97,27.75,20.5,17.36,16.27,3.27,19.64,27.75
2025-06-05,2025,6,Thursday,false,green,Manhattan,1049,24059.66,16840.07,2983.25,22.94,16.05,17.89,11.69,2.56,18.14,22.94
2025-06-05,2025,6,Thursday,false,green,Queens,363,9802.38,7444.69,945.64,27.0,20.51,14.23,24.08,3.56,15.9,27.0
2025-06-05,2025,6,Thursday,false,green,Unknown,1,34.24,32.74,0.0,34.24,32.74,0.0,4.26,8.03,26.0,34.24
2025-06-05,2025,6,Thursday,false,yellow,Bronx,1446,45768.98,41285.91,181.44,31.65,28.55,0.33,66.55,6.34,26.98,31.65
2025-06-05,2025,6,Thursday,false,yellow,Brooklyn,5928,187695.48,169006.37,2166.5,31.66,28.51,1.5,69.03,7.76,26.71,31.66
2025-06-05,2025,6,Thursday,false,yellow,Manhattan,134601,3473919.16,2353648.47,369790.36,25.81,17.49,18.51,32.41,4.18,15.98,25.81
2025-06-05,2025,6,Thursday,false,yellow,Queens,13940,935406.8,693917.06,103082.94,67.1,49.78,13.38,22.47,11.61,38.95,67.1
2025-06-05,2025,6,Thursday,false,yellow,Staten Island,12,585.44,455.66,29.0,48.79,37.97,3.45,6.72,9.44,26.5,48.79
2025-06-05,2025,6,Thursday,false,yellow,Unknown,226,8641.15,6160.22,1074.26,38.24,27.26,20.41,28.28,4.09,19.65,38.24
2025-06-06,2025,6,Friday,false,green,Bronx,40,2512.64,2068.77,224.01,62.82,51.72,10.41,10.04,7.79,33.28,62.82
2025-06-06,2025,6,Friday,false,green,Brooklyn,170,4813.09,3600.47,550.75,28.31,21.18,17.04,11.11,3.52,27.18,28.31
2025-06-06,2025,6,Friday,false,green,Manhattan,936,21468.34,15075.16,2549.88,22.94,16.11,17.13,10.8,71.54,17.22,22.94
2025-06-06,2025,6,Friday,false,green,Queens,262,6693.44,5133.6,596.3,25.55,19.59,12.87,13.7,3.51,25.7,25.55
2025-06-06,2025,6,Friday,false,green,Unknown,1,25.2,20.0,4.2,25.2,20.0,21.0,15.46,1.63,4.0,25.2
2025-06-06,2025,6,Friday,false,yellow,Bronx,1491,54614.95,49130.92,312.06,36.63,32.95,0.52,75.1,7.1,28.21,36.63
2025-06-06,2025,6,Friday,false,yellow,Brooklyn,5744,194963.94,175792.69,2471.66,33.94,30.6,1.73,72.59,34.71,26.48,33.94
2025-06-06,2025,6,Friday,false,yellow,Manhattan,120529,3108275.58,2146065.57,296559.36,25.79,17.81,17.16,41.24,4.66,15.3,25.79
2025-06-06,2025,6,Friday,false,yellow,Queens,13857,930073.37,701497.87,99479.73,67.12,50.62,12.72,22.24,11.28,38.69,67.12
2025-06-06,2025,6,Friday,false,yellow,Staten Island,30,1469.41,1267.67,0.0,48.98,42.26,0.0,224.95,9.48,26.1,48.98
2025-06-06,2025,6,Friday,false,yellow,Unknown,261,9395.32,6784.4,1075.55,36.0,25.99,20.11,28.74,4.19,17.67,36.0
2025-06-07,2025,6,Saturday,true,green,Bronx,47,2329.66,1843.35,189.33,49.57,39.22,7.74,16.94,6.76,55.38,49.57
2025-06-07,2025,6,Saturday,true,green,Brooklyn,278,8334.41,6388.3,929.75,29.98,22.98,16.07,11.78,3.77,25.33,29.98
2025-06-07,2025,6,Saturday,true,green,Manhattan,677,15120.12,11084.19,1817.15,22.33,16.37,16.49,12.23,2.58,24.86,22.33
2025-06-07,2025,6,Saturday,true,green,Queens,340,10293.67,8393.88,995.54,30.28,24.69,14.11,18.57,4.33,21.41,30.28
2025-06-07,2025,6,Saturday,true,green,Unknown,2,62.5,58.5,0.0,31.25,29.25,0.0,4.79,7.27,15.5,31.25
2025-06-07,2025,6,Saturday,true,yellow,Bronx,1368,45735.61,40857.01,253.11,33.43,29.87,0.47,7.55,27.42,23.11,33.43
2025-06-07,2025,6,Saturday,true,yellow,Brooklyn,7443,252180.92,224575.78,4061.0,33.88,30.17,2.22,9.45,16.27,23.15,33.88
2025-06-07,2025,6,Saturday,true,yellow,EWR,1,1.0,0.0,0.0,1.0,0.0,,1.43,0.7,1.0,1.0
2025-06-07,2025,6,Saturday,true,yellow,Manhattan,124412,3126024.03,2225248.81,277311.19,25.13,17.89,15.7,15.34,3.66,14.73,25.13
2025-06-07,2025,6,Saturday,true,yellow,Queens,14141,861326.31,667794.13,85866.23,60.91,47.22,11.18,10.85,18.47,33.98,60.91
2025-06-07,2025,6,Saturday,true,yellow,Staten Island,12,521.44,385.37,23.35,43.45,32.11,1.95,6.82,7.32,21.92,43.45
2025-06-07,2025,6,Saturday,true,yellow,Unknown,231,8758.3,6604.25,932.33,37.91,28.59,18.22,77.6,4.82,22.93,37.91
2025-06-08,2025,6,Sunday,true,green,Bronx,33,1792.77,1327.54,180.78,54.33,40.23,10.9,10.12,7.52,27.61,54.33
2025-06-08,2025,6,Sunday,true,green,Brooklyn,256,7776.93,6055.96,949.91,30.38,23.66,17.21,26.47,237.93,17.42,30.38
2025-06-08,2025,6,Sunday,true,green,Manhattan,733,15378.8,11017.5,1942.94,20.98,15.03,17.97,9.97,2.46,24.08,20.98
2025-06-08,2025,6,Sunday,true,green,Queens,296,10490.75,8596.78,951.89,35.44,29.04,13.03,46.47,4.98,17.9,35.44
2025-06-08,2025,6,Sunday,true,green,Unknown,1,11.1,8.6,0.0,11.1,8.6,0.0,10.09,1.1,7.0,11.1
2025-06-08,2025,6,Sunday,true,yellow,Bronx,1389,42439.15,37799.43,300.08,30.55,27.21,0.65,6.71,6.36,21.65,30.55
2025-06-08,2025,6,Sunday,true,yellow,Brooklyn,7001,229252.18,205345.98,3124.27,32.75,29.33,1.73,9.7,5.66,23.2,32.75
2025-06-08,2025,6,Sunday,true,yellow,EWR,1,112.19,75.8,14.63,112.19,75.8,19.3,6.4,17.52,54.0,112.19
2025-06-08,2025,6,Sunday,true,yellow,Manhattan,101096,2641199.66,1886049.13,235633.86,26.13,18.66,15.17,14.31,6.37,15.18,26.13
2025-06-08,2025,6,Sunday,true,yellow,Queens,16449,1053980.48,796130.05,114622.96,64.08,48.4,12.88,12.22,11.25,32.56,64.08
2025-06-08,2025,6,Sunday,true,yellow,Staten Island,22,1351.13,1121.07,0.0,61.42,50.96,0.0,5.57,12.91,32.95,61.42
2025-06-08,2025,6,Sunday,true,yellow,Unknown,207,8381.71,6175.83,968.31,40.49,29.83,19.41,82.58,5.31,18.88,40.49
2025-06-09,2025,6,Monday,false,green,Bronx,17,442.52,288.3,10.21,26.03,16.96,2.3,9.3,4.01,26.59,26.03
2025-06-09,2025,6,Monday,false,green,Brooklyn,176,5032.31,3752.46,534.63,28.59,21.32,17.03,10.63,3.62,20.72,28.59
2025-06-09,2025,6,Monday,false,green,Manhattan,1167,27116.96,18814.05,3410.11,23.24,16.12,18.2,10.9,2.66,20.16,23.24
2025-06-09,2025,6,Monday,false,green,Queens,297,8106.25,6192.46,649.52,27.29,20.85,11.14,12.2,3.87,19.14,27.29
2025-06-09,2025,6,Monday,false,green,Staten Island,1,24.7,17.7,3.0,24.7,17.7,16.95,7.02,3.52,14.0,24.7
2025-06-09,2025,6,Monday,false,green,Unknown,1,11.0,10.0,0.0,11.0,10.0,0.0,9.32,1.18,1.0,11.0
2025-06-09,2025,6,Monday,false,yellow,Bronx,742,24308.85,22061.44,16.88,32.76,29.73,0.12,9.06,58.37,30.43,32.76
2025-06-09,2025,6,Monday,false,yellow,Brooklyn,3336,105363.24,94194.5,1847.51,31.58,28.24,1.93,50.67,5.51,27.75,31.58
2025-06-09,2025,6,Monday,false,yellow,Manhattan,97630,2369253.67,1558458.04,266123.85,24.27,15.96,19.72,25.1,8.0,14.35,24.27
2025-06-09,2025,6,Monday,false,yellow,Queens,13880,980480.7,712993.99,117314.81,70.64,51.37,15.69,15.53,20.84,37.41,70.64
2025-06-09,2025,6,Monday,false,yellow,Staten Island,15,786.76,599.76,18.01,52.45,39.98,1.6,5.93,10.81,27.4,52.45
2025-06-09,2025,6,Monday,false,yellow,Unknown,210,8503.18,5986.12,1127.98,40.49,28.51,20.46,22.36,5.07,19.94,40.49
2025-06-10,2025,6,Tuesday,false,green,Bronx,10,249.57,180.89,0.0,24.96,18.09,0.0,172.36,3.32,26.8,24.96
2025-06-10,2025,6,Tuesday,false,green,Brooklyn,187,5260.29,3891.79,563.41,28.13,20.81,16.9,10.5,3.88,28.52,28.13
2025-06-10,2025,6,Tuesday,false,green,Manhattan,1171,28212.09,20074.11,3425.71,24.09,17.14,17.88,19.41,2.73,17.81,24.09
2025-06-10,2025,6,Tuesday,false,green,Queens,374,12823.48,10149.36,1192.41,34.29,27.14,12.55,12.3,4.35,27.76,34.29
2025-06-10,2025,6,Tuesday,false,yellow,Bronx,711,23958.5,21764.17,201.95,33.7,30.61,0.68,39.08,7.37,35.9,33.7
2025-06-10,2025,6,Tuesday,false,yellow,Brooklyn,3390,105906.71,95247.29,1751.31,31.24,28.1,2.31,47.07,30.92,29.4,31.24
2025-06-10,2025,6,Tuesday,false,yellow,EWR,1,158.3,129.0,7.54,158.3,129.0,5.84,8.86,17.87,33.0,158.3
2025-06-10,2025,6,Tuesday,false,yellow,Manhattan,111324,2793340.99,1858805.9,315401.97,25.09,16.7,19.52,24.23,3.14,15.71,25.09
2025-06-10,2025,6,Tuesday,false,yellow,Queens,11976,848457.39,619273.22,98865.7,70.85,51.71,15.26,15.71,11.83,37.31,70.85
2025-06-10,2025,6,Tuesday,false,yellow,Staten Island,7,330.35,258.33,0.0,47.19,36.9,0.0,6.07,8.12,26.0,47.19
2025-06-10,2025,6,Tuesday,false,yellow,Unknown,245,9354.22,6647.49,1112.5,38.18,27.13,19.72,33.61,4.55,20.07,38.18
2025-06-11,2025,6,Wednesday,false,green,Bronx,10,231.78,103.15,0.0,23.18,10.32,0.0,13.27,5.11,27.0,23.18
2025-06-11,2025,6,Wednesday,false,green,Brooklyn,219,6910.82,5260.47,728.53,31.56,24.02,16.56,11.17,3.97,26.83,31.56
2025-06-11,2025,6,Wednesday,false,green,Manhattan,1206,27553.56,19347.98,3295.91,22.85,16.04,17.29,11.52,2.53,17.53,22.85
2025-06-11,2025,6,Wednesday,false,green,Queens,364,12469.43,9812.71,1126.87,34.26,26.96,13.87,21.94,217.31,22.47,34.26
2025-06-11,2025,6,Wednesday,false,green,Unknown,2,119.28,107.78,10.0,59.64,53.89,10.0,12.08,8.63,20.0,59.64
2025-06-11,2025,6,Wednesday,false,yellow,Bronx,715,23369.51,21385.32,78.57,32.68,29.91,0.29,37.38,7.05,33.36,32.68
2025-06-11,2025,6,Wednesday,false,yellow,Brooklyn,3813,116916.74,104923.43,2001.84,30.66,27.52,2.33,52.73,5.19,27.27,30.66
2025-06-11,2025,6,Wednesday,false,yellow,EWR,1,22.92,15.6,3.82,22.92,15.6,24.49,6.49,3.53,7.0,22.92
2025-06-11,2025,6,Wednesday,false,yellow,Manhattan,119975,3360940.56,2350816.62,340514.92,28.01,19.59,19.26,28.13,6.43,15.92,28.01
2025-06-11,2025,6,Wednesday,false,yellow,Queens,11542,807177.58,590651.48,92457.85,69.93,51.17,14.85,19.24,11.53,38.85,69.93
2025-06-11,2025,6,Wednesday,false,yellow,Staten Island,10,457.43,364.28,0.0,45.74,36.43,0.0,9.66,8.17,28.1,45.74
2025-06-11,2025,6,Wednesday,false,yellow,Unknown,189,7497.12,5149.01,1021.61,39.67,27.24,20.57,13.49,4.71,49.99,39.67
2025-06-12,2025,6,Thursday,false,green,Bronx,24,962.11,765.42,80.73,40.09,31.89,6.0,8.84,5.46,78.29,40.09
2025-06-12,2025,6,Thursday,false,green,Brooklyn,250,7050.97,5344.02,842.94,28.2,21.38,16.42,41.71,3.13,19.9,28.2
2025-06-12,2025,6,Thursday,false,green,Manhattan,1208,29262.96,20666.57,3563.67,24.22,17.11,17.78,13.02,2.67,17.36,24.22
2025-06-12,2025,6,Thursday,false,green,Queens,381,11041.7,8540.9,933.33,28.98,22.42,12.68,9.97,3.81,22.45,28.98
2025-06-12,2025,6,Thursday,false,green,Unknown,2,46.28,37.9,1.88,23.14,18.95,11.9,16.52,1.31,5.0,23.14
2025-06-12,2025,6,Thursday,false,yellow,Bronx,984,31006.97,28474.36,61.56,31.51,28.94,0.22,53.02,6.31,30.45,31.51
2025-06-12,2025,6,Thursday,false,yellow,Brooklyn,4196,133633.39,119556.08,2213.92,31.85,28.49,2.32,73.63,5.2,28.09,31.85
2025-06-12,2025,6,Thursday,false,yellow,EWR,4,435.07,373.6,41.41,108.77,93.4,8.51,688.38,2.05,3.5,108.77
2025-06-12,2025,6,Thursday,false,yellow,Manhattan,130939,3373396.8,2273633.87,366818.88,25.76,17.36,18.76,33.34,6.14,16.4,25.76
2025-06-12,2025,6,Thursday,false,yellow,Queens,12056,873804.48,643419.28,100541.51,72.48,53.37,15.09,18.36,11.82,42.79,72.48
2025-06-12,2025,6,Thursday,false,yellow,Staten Island,7,413.87,228.5,5.0,59.12,32.64,0.6,4.56,13.31,35.57,59.12
2025-06-12,2025,6,Thursday,false,yellow,Unknown,222,7706.89,5405.42,935.78,34.72,24.35,20.03,60.07,28.26,21.0,34.72
2025-06-13,2025,6,Friday,false,green,Bronx,16,473.71,378.39,14.61,29.61,23.65,3.42,7.19,5.16,27.94,29.61
2025-06-13,2025,6,Friday,false,green,Brooklyn,233,8474.6,6389.42,986.4,36.37,27.42,20.8,14.08,4.58,33.64,36.37
2025-06-13,2025,6,Friday,false,green,Manhattan,1059,24567.58,17428.35,2886.45,23.2,16.46,17.1,11.16,35.36,20.29,23.2
2025-06-13,2025,6,Friday,false,green,Queens,375,11890.5,9365.08,1143.2,31.71,24.97,17.61,22.55,4.23,20.74,31.71
2025-06-13,2025,6,Friday,false,green,Unknown,1,45.7,33.1,7.6,45.7,33.1,22.96,6.35,7.2,28.0,45.7
2025-06-13,2025,6,Friday,false,yellow,Bronx,902,29262.26,26552.07,56.65,32.44,29.44,0.2,42.61,98.6,29.78,32.44
2025-06-13,2025,6,Friday,false,yellow,Brooklyn,4744,148001.43,131868.51,3104.84,31.2,27.8,2.32,43.43,61.33,27.23,31.2
2025-06-13,2025,6,Friday,false,yellow,Manhattan,112899,2784213.81,1862021.04,293678.87,24.66,16.49,18.23,30.53,5.35,15.1,24.66
2025-06-13,2025,6,Friday,false,yellow,Queens,11263,779124.1,580353.71,87350.22,69.18,51.53,13.98,20.72,11.66,39.3,69.18
2025-06-13,2025,6,Friday,false,yellow,Staten Island,4,153.23,109.78,0.0,38.31,27.45,0.0,4.45,8.92,19.75,38.31
2025-06-13,2025,6,Friday,false,yellow,Unknown,210,8381.46,6022.24,955.41,39.91,28.68,19.03,19.86,5.31,19.64,39.91
2025-06-14,2025,6,Saturday,true,green,Bronx,11,259.96,171.62,11.08,23.63,15.6,7.76,8.77,4.13,22.27,23.63
2025-06-14,2025,6,Saturday,true,green,Brooklyn,293,9276.24,7288.35,1106.41,31.66,24.87,17.49,13.51,3.94,27.05,31.66
2025-06-14,2025,6,Saturday,true,green,Manhattan,713,14993.25,10843.88,1923.91,21.03,15.21,17.69,11.12,2.52,12.95,21.03
2025-06-14,2025,6,Saturday,true,green,Queens,349,10885.31,8909.41,973.25,31.19,25.53,12.22,27.7,4.3,25.36,31.19
2025-06-14,2025,6,Saturday,true,green,Unknown,2,129.02,98.4,27.12,64.51,49.2,15.34,7.82,6.75,13.5,64.51
2025-06-14,2025,6,Saturday,true,yellow,Bronx,1055,30981.51,27741.25,157.05,29.37,26.3,0.41,7.53,6.35,23.6,29.37
2025-06-14,2025,6,Saturday,true,yellow,Brooklyn,6525,199768.5,177229.29,2707.57,30.62,27.16,1.78,8.48,20.41,22.99,30.62
2025-06-14,2025,6,Saturday,true,yellow,Manhattan,113970,2682433.59,1858530.1,251569.97,23.54,16.31,16.18,14.22,5.2,14.34,23.54
2025-06-14,2025,6,Saturday,true,yellow,Queens,10520,644491.89,497900.06,64584.67,61.26,47.33,10.93,10.49,11.12,32.29,61.26
2025-06-14,2025,6,Saturday,true,yellow,Staten Island,15,641.6,513.04,0.0,42.77,34.2,0.0,4.76,9.3,24.6,42.77
2025-06-14,2025,6,Saturday,true,yellow,Unknown,245,7936.62,5746.66,962.53,32.39,23.46,18.29,13.12,4.43,16.63,32.39
2025-06-15,2025,6,Sunday,true,green,Bronx,11,250.75,146.54,5.22,22.8,13.32,1.93,6.91,4.47,25.09,22.8
2025-06-15,2025,6,Sunday,true,green,Brooklyn,297,8564.89,6650.06,928.55,28.84,22.39,14.53,10.69,3.7,21.65,28.84
2025-06-15,2025,6,Sunday,true,green,Manhattan,762,16454.92,11659.01,2038.23,21.59,15.3,17.76,10.5,2.66,20.32,21.59
2025-06-15,2025,6,Sunday,true,green,Queens,296,8875.32,7164.31,803.68,29.98,24.2,13.51,18.34,4.45,26.09,29.98
2025-06-15,2025,6,Sunday,true,green,Unknown,2,23.0,16.5,2.5,11.5,8.25,14.54,12.8,0.9,6.5,11.5
2025-06-15,2025,6,Sunday,true,yellow,Bronx,1302,36184.91,32655.97,94.32,27.79,25.08,0.11,5.97,143.3,21.15,27.79
2025-06-15,2025,6,Sunday,true,yellow,Brooklyn,6691,203160.16,180141.92,3022.32,30.36,26.92,1.72,9.03,22.95,21.76,30.36
2025-06-15,2025,6,Sunday,true,yellow,Manhattan,91184,2114404.42,1450915.2,200756.93,23.19,15.91,16.3,12.78,4.65,13.07,23.19
2025-06-15,2025,6,Sunday,true,yellow,Queens,13784,871693.21,657388.72,94394.67,63.24,47.69,12.78,11.72,11.27,32.0,63.24
2025-06-15,2025,6,Sunday,true,yellow,Staten Island,15,1125.86,936.16,0.0,75.06,62.41,0.0,4.75,15.17,32.4,75.06
2025-06-15,2025,6,Sunday,true,yellow,Unknown,207,9184.8,6925.19,981.5,44.37,33.46,18.06,35.42,5.75,17.7,44.37
2025-06-16,2025,6,Monday,false,green,Bronx,37,1932.88,1382.1,208.7,52.24,37.35,11.69,8.42,6.8,27.08,52.24
2025-06-16,2025,6,Monday,false,green,Brooklyn,163,4196.08,3017.92,458.34,25.74,18.51,16.42,9.88,165.72,20.0,25.74
2025-06-16,2025,6,Monday,false,green,Manhattan,1103,25771.8,17889.66,3167.8,23.37,16.22,17.99,10.89,2.74,16.94,23.37
2025-06-16,2025,6,Monday,false,green,Queens,305,7649.14,5973.38,536.22,25.08,19.58,10.37,13.59,3.56,20.91,25.08
2025-06-16,2025,6,Monday,false,green,Unknown,1,12.15,7.9,0.0,12.15,7.9,0.0,10.13,1.2,7.0,12.15
2025-06-16,2025,6,Monday,false,yellow,Bronx,845,27709.66,24835.88,170.4,32.79,29.39,0.59,33.32,7.19,30.14,32.79
2025-06-16,2025,6,Monday,false,yellow,Brooklyn,3552,107174.83,96515.59,1438.07,30.17,27.17,1.43,44.62,40.19,27.88,30.17
2025-06-16,2025,6,Monday,false,yellow,Manhattan,90591,2163018.58,1421749.79,239313.86,23.88,15.69,19.32,22.78,3.81,14.13,23.88
2025-06-16,2025,6,Monday,false,yellow,Queens,13251,924264.54,675060.76,107289.81,69.75,50.94,15.0,12.23,27.26,35.89,69.75
2025-06-16,2025,6,Monday,false,yellow,Staten Island,11,460.98,337.61,29.0,41.91,30.69,3.77,5.57,11.08,31.18,41.91
2025-06-16,2025,6,Monday,false,yellow,Unknown,206,8087.68,5659.08,1086.57,39.26,27.47,20.87,56.37,4.92,19.48,39.26
2025-06-17,2025,6,Tuesday,false,green,Bronx,33,1991.85,1587.93,215.3,60.36,48.12,15.58,12.06,7.8,29.82,60.36
2025-06-17,2025,6,Tuesday,false,green,Brooklyn,183,5343.33,3828.6,626.92,29.2,20.92,16.74,20.61,3.95,21.86,29.2
2025-06-17,2025,6,Tuesday,false,green,Manhattan,1133,25575.13,17877.43,3104.69,22.57,15.78,17.71,11.26,2.47,16.87,22.57
2025-06-17,2025,6,Tuesday,false,green,Queens,330,7920.39,6049.86,646.71,24.0,18.33,11.4,14.95,3.31,19.97,24.0
2025-06-17,2025,6,Tuesday,false,green,Unknown,1,42.88,41.38,0.0,42.88,41.38,0.0,5.13,8.36,45.0,42.88
2025-06-17,2025,6,Tuesday,false,yellow,Bronx,841,26478.73,24147.07,151.33,31.48,28.71,0.51,31.0,6.5,31.2,31.48
2025-06-17,2025,6,Tuesday,false,yellow,Brooklyn,3434,104945.3,93877.49,1726.67,30.56,27.34,2.17,56.3,5.15,28.26,30.56
2025-06-17,2025,6,Tuesday,false,yellow,Manhattan,107645,2663017.31,1768457.66,298049.07,24.74,16.43,19.18,26.77,5.5,15.47,24.74
2025-06-17,2025,6,Tuesday,false,yellow,Queens,10448,715297.07,526776.3,79815.65,68.46,50.42,14.12,14.91,11.45,38.6,68.46
2025-06-17,2025,6,Tuesday,false,yellow,Staten Island,17,594.2,498.09,0.0,34.95,29.3,0.0,105.8,5.9,20.18,34.95
2025-06-17,2025,6,Tuesday,false,yellow,Unknown,215,7846.03,5558.72,923.88,36.49,25.85,20.84,115.96,4.24,21.19,36.49
2025-06-18,2025,6,Wednesday,false,green,Bronx,40,2511.94,1840.74,323.28,62.8,46.02,13.66,7.57,9.32,32.95,62.8
2025-06-18,2025,6,Wednesday,false,green,Brooklyn,190,5739.14,4172.51,636.71,30.21,21.96,16.02,16.53,3.97,23.21,30.21
2025-06-18,2025,6,Wednesday,false,green,Manhattan,1134,26978.56,19030.76,3324.09,23.79,16.78,17.47,11.61,2.66,17.6,23.79
2025-06-18,2025,6,Wednesday,false,green,Queens,385,11390.23,8944.62,880.71,29.59,23.23,11.7,11.6,3.89,17.88,29.59
2025-06-18,2025,6,Wednesday,false,yellow,Bronx,1014,33084.05,29813.29,348.71,32.63,29.4,0.75,20.96,130.98,29.68,32.63
2025-06-18,2025,6,Wednesday,false,yellow,Brooklyn,4013,127274.68,114090.24,1866.03,31.72,28.43,1.94,63.05,35.58,28.55,31.72
2025-06-18,2025,6,Wednesday,false,yellow,EWR,1,164.4,136.0,27.4,164.4,136.0,20.15,96.71,1.7,1.0,164.4
2025-06-18,2025,6,Wednesday,false,yellow,Manhattan,123180,3104942.19,2081607.51,336832.7,25.21,16.9,18.79,33.23,4.11,15.51,25.21
2025-06-18,2025,6,Wednesday,false,yellow,Queens,11214,770971.21,567039.19,86548.54,68.75,50.57,14.5,18.91,18.77,38.08,68.75
2025-06-18,2025,6,Wednesday,false,yellow,Staten Island,11,390.97,285.25,0.0,35.54,25.93,0.0,5.31,7.15,25.09,35.54
2025-06-18,2025,6,Wednesday,false,yellow,Unknown,234,8571.44,5932.9,1095.15,36.63,25.35,22.67,38.36,4.03,18.47,36.63
2025-06-19,2025,6,Thursday,false,green,Bronx,27,1859.07,1317.58,247.55,68.85,48.8,12.45,15.52,8.78,36.48,68.85
2025-06-19,2025,6,Thursday,false,green,Brooklyn,237,6360.34,4810.22,732.7,26.84,20.3,16.61,11.17,3.32,25.59,26.84
2025-06-19,2025,6,Thursday,false,green,Manhattan,696,15586.86,10766.08,2033.3,22.39,15.47,19.25,10.38,2.67,17.47,22.39
2025-06-19,2025,6,Thursday,false,green,Queens,354,10285.98,8266.07,953.46,29.06,23.35,13.74,14.12,3.87,22.16,29.06
2025-06-19,2025,6,Thursday,false,yellow,Bronx,632,19182.1,17192.56,123.96,30.35,27.2,0.61,51.14,6.4,26.43,30.35
2025-06-19,2025,6,Thursday,false,yellow,Brooklyn,4513,137025.51,121685.66,2477.3,30.36,26.96,2.26,63.91,20.4,25.12,30.36
2025-06-19,2025,6,Thursday,false,yellow,EWR,2,281.9,242.0,34.65,140.95,121.0,10.25,8.97,17.15,54.5,140.95
2025-06-19,2025,6,Thursday,false,yellow,Manhattan,110538,2674866.84,1772775.35,286231.21,24.2,16.04,18.78,29.6,8.73,14.38,24.2
2025-06-19,2025,6,Thursday,false,yellow,Queens,11517,796435.07,589819.71,90603.58,69.15,51.21,14.67,19.05,23.66,37.32,69.15
2025-06-19,2025,6,Thursday,false,yellow,Staten Island,10,451.75,358.16,0.0,45.18,35.82,0.0,290.49,8.96,33.9,45.18
2025-06-19,2025,6,Thursday,false,yellow,Unknown,215,8303.93,5852.51,1031.23,38.62,27.22,20.68,24.74,4.87,19.12,38.62
2025-06-20,2025,6,Friday,false,green,Bronx,66,2996.35,2201.64,236.03,45.4,33.36,7.38,8.58,6.9,34.67,45.4
2025-06-20,2025,6,Friday,false,green,Brooklyn,234,7239.71,5387.89,833.41,30.94,23.03,15.7,20.95,4.0,21.26,30.94
2025-06-20,2025,6,Friday,false,green,Manhattan,915,21669.38,15265.95,2490.69,23.68,16.68,16.48,11.35,2.76,18.41,23.68
2025-06-20,2025,6,Friday,false,green,Queens,357,10405.68,8223.19,789.32,29.15,23.03,11.38,16.42,3.79,23.42,29.15
2025-06-20,2025,6,Friday,false,yellow,Bronx,1178,38342.74,34602.04,282.49,32.55,29.37,1.62,21.22,6.84,29.57,32.55
2025-06-20,2025,6,Friday,false,yellow,Brooklyn,5093,157977.93,140709.25,2667.01,31.02,27.63,2.21,42.0,34.42,26.95,31.02
2025-06-20,2025,6,Friday,false,yellow,EWR,1,107.65,49.9,17.94,107.65,49.9,35.95,8.22,13.1,21.0,107.65
